3.935554412361452759e-02,7.872715925604976094e-04,9.179584729347685379e-02,0.000000000000000000e+00,9.179584729347685379e-02,0.000000000000000000e+00,1.603704243276929484e-04,0.000000000000000000e+00,8.018473105353570406e-05,0.000000000000000000e+00,0.000000000000000000e+00,1.924441243049829220e-03,9.622206215249146100e-01,1.941781266915030280e-01,1.342391939559484382e-01,0.000000000000000000e+00
2.938759033763894690e-01,8.342315601450767278e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.912398717194170539e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.294136560985305062e-05,3.670618497576488099e-04,0.000000000000000000e+00,6.423582370758854632e-01,3.765166836676874240e-01,9.840379590538463062e-02,2.039230459421106020e-05
3.107981494359050578e-01,1.245609647461206509e-04,9.630680111275810584e-02,9.630680111275810584e-02,0.000000000000000000e+00,0.000000000000000000e+00,1.245609647461206509e-04,1.245609647461206509e-04,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.494731576953447919e-03,9.342072355959049057e-01,7.748523351999613007e-02,7.813519823928480323e-02,0.000000000000000000e+00
2.088866258692132771e-01,7.975657182080083361e-05,1.878721944663438448e-01,1.878721944663438448e-01,0.000000000000000000e+00,2.579175873827036294e-02,1.044426523112997538e-05,1.044426523112997538e-05,0.000000000000000000e+00,1.044426523112997538e-05,1.253316841002960881e-04,1.253316841002960881e-04,9.399876307522206931e-01,0.000000000000000000e+00,3.914659289604362907e-02,0.000000000000000000e+00
5.042979397406925912e-01,6.167165208626220309e-04,9.867464333801952495e-03,9.867464333801952495e-03,0.000000000000000000e+00,0.000000000000000000e+00,5.139283783304488408e-05,5.139283783304488408e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,6.167165208626220309e-04,7.400598250351464458e-01,4.183402550175312484e-01,1.509668000202975535e-01,0.000000000000000000e+00
4.286598614376154193e-01,2.368510618481247656e-04,3.157887837408677734e-01,0.000000000000000000e+00,3.157887837408677734e-01,0.000000000000000000e+00,1.579007868491037931e-04,0.000000000000000000e+00,1.381630404610521639e-04,0.000000000000000000e+00,0.000000000000000000e+00,1.894808494784998125e-03,4.263319113266245686e-01,3.316051694732176092e-01,5.701587795194381636e-01,0.000000000000000000e+00
3.535257828317640849e-02,5.636025389282238408e-05,3.996511239565424534e-01,3.608538523818013988e-01,3.879727157474107541e-02,0.000000000000000000e+00,5.636025389282238408e-05,5.636025389282238408e-05,5.636025389282238408e-05,0.000000000000000000e+00,0.000000000000000000e+00,3.607056249140632581e-03,7.608634275531022118e-01,3.581307688408790768e-01,1.116304407334884480e-02,5.636025389282238408e-05
5.843184301615022003e-01,3.204110170669165572e-04,1.397632856445890082e-01,0.000000000000000000e+00,1.397632856445890082e-01,0.000000000000000000e+00,3.204110170669165572e-04,0.000000000000000000e+00,3.204110170669165572e-04,0.000000000000000000e+00,0.000000000000000000e+00,3.844932204802998903e-03,7.369453392539081493e-01,2.175799335782490906e-01,1.704695518500697338e-01,0.000000000000000000e+00
1.409880064893426210e-01,1.389145029123135648e-04,1.196734551139290170e-01,9.189055453146630081e-02,2.778290058246271274e-02,0.000000000000000000e+00,4.630478799927021478e-05,1.157616227119182697e-05,3.472862572807839120e-05,0.000000000000000000e+00,0.000000000000000000e+00,6.945725145615677968e-04,9.724015203861949841e-01,9.561187513891900025e-02,4.333624188806577127e-02,0.000000000000000000e+00
1.357889524232199115e-02,4.865579809490950348e-05,1.143215679358260684e-01,1.143215679358260684e-01,0.000000000000000000e+00,0.000000000000000000e+00,1.486706676276554822e-05,1.486706676276554822e-05,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,2.676066665164468375e-04,9.812244438936383872e-01,1.039001250379672225e-01,8.947184659293092729e-03,0.000000000000000000e+00
3.953250496521187318e-01,3.057129576031777192e-04,2.812926065498358441e-01,0.000000000000000000e+00,2.812926065498358441e-01,0.000000000000000000e+00,3.057129576031777192e-04,0.000000000000000000e+00,3.057129576031777192e-04,0.000000000000000000e+00,0.000000000000000000e+00,3.668555491238132196e-03,3.668555491238132404e-01,3.311791548244706895e-01,6.642218597159639248e-01,0.000000000000000000e+00
